2026-01-06 00:51:56,0.49,386,48.2,gruia,33761:6|443:48|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.6:6.6|38930:language_server:11.0:7.4|1795:cinnamon:3.7:2.9
2026-01-06 00:52:06,0.41,391,48.0,gruia,33761:6|443:44|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.6:6.5|38930:language_server:11.0:7.4|1795:cinnamon:3.7:2.9
2026-01-06 00:52:16,0.35,385,47.9,gruia,33761:6|443:42|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.6:6.6|38930:language_server:11.0:7.4|1795:cinnamon:3.7:2.9
2026-01-06 00:52:26,0.29,385,47.9,gruia,33761:6|443:40|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.5:6.6|38930:language_server:11.0:7.4|1795:cinnamon:3.7:2.9
2026-01-06 00:52:36,0.33,385,48.0,gruia,33761:6|443:35|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.5:6.6|38930:language_server:11.0:7.4|1795:cinnamon:3.7:2.9
2026-01-06 00:52:46,0.35,385,48.0,gruia,33761:6|443:32|33252:1|51120:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|44009:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:42|UDP:5|UDPLITE:0|RAW:0|FRAG:0,120356:ps:100:0.0|38576:antigravity:34.5:6.6|38930:language_server:11.0:7.4
2026-01-06 00:52:56,0.30,385,48.4,gruia,33761:6|443:31|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.5:6.6|38930:language_server:11.0:7.6|1795:cinnamon:3.7:2.9
2026-01-06 00:53:06,0.25,384,47.3,gruia,33761:6|443:51|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,120426:ps:100:0.0|38576:antigravity:34.5:6.6|38930:language_server:11.0:6.5
2026-01-06 00:53:16,0.51,384,47.6,gruia,33761:6|443:69|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.5:6.6|38930:language_server:11.0:6.7|1795:cinnamon:3.7:2.9
2026-01-06 00:53:26,0.43,384,47.5,gruia,33761:6|443:69|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.5:6.6|38930:language_server:11.0:6.7|1795:cinnamon:3.7:2.9
2026-01-06 00:53:36,0.44,384,47.1,gruia,33761:6|443:77|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|35038:1|2444:1|43136:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.5:6.6|38930:language_server:11.0:6.1|1795:cinnamon:3.7:2.9
2026-01-06 00:54:01,0.47,384,47.6,gruia,33761:6|443:80|33252:1|38029:2|2444:1|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|34014:1|35038:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:38|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.4:6.6|38930:language_server:11.0:6.8|1795:cinnamon:3.7:2.9
2026-01-06 00:54:12,0.55,384,47.4,gruia,33761:6|443:81|33252:1|38029:2|2444:1|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|34014:1|35038:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.4:6.6|38930:language_server:11.0:6.8|1795:cinnamon:3.7:2.9
2026-01-06 00:54:22,0.54,384,47.5,gruia,33761:6|443:81|33252:1|38029:2|2444:1|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|34014:1|35038:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,120805:ps:100:0.0|38576:antigravity:34.4:6.6|38930:language_server:11.0:6.8
2026-01-06 00:54:32,0.45,384,47.5,gruia,33761:6|443:78|33252:1|38029:2|2444:1|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|34014:1|35038:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.4:6.6|38930:language_server:11.0:6.8|1795:cinnamon:3.7:2.9
2026-01-06 00:54:42,0.38,384,47.3,gruia,33761:6|443:77|33252:1|38029:2|2444:1|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|34014:1|35038:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:39|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.4:6.6|38930:language_server:11.0:6.8|1795:cinnamon:3.7:2.9
2026-01-06 00:54:52,0.32,384,47.4,gruia,33761:6|443:76|33252:1|38029:2|2444:1|35074:1|39712:1|59372:1|39362:1|33266:1|36264:1|46077:1|40538:1|34014:1|35038:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:38|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.4:6.6|38930:language_server:11.0:6.8|1795:cinnamon:3.7:2.9
2026-01-06 00:59:44,0.51,383,50.5,gruia,33761:8|443:176|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33992:1|33266:1|36264:1|46077:1|40538:1|35038:1|56216:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:42|UDP:5|UDPLITE:0|RAW:0|FRAG:0,121198:ps:100:0.0|38576:antigravity:34.2:6.7|38930:language_server:11.0:9.1
2026-01-06 00:59:54,0.43,383,50.3,gruia,33761:8|443:163|33252:1|38029:2|35074:1|39712:1|59372:1|39362:1|33992:1|33266:1|36264:1|46077:1|40538:1|35038:1|56216:1,53|44009|2444|33761|9090|9092|9101|9102|631|38029|53|46077|43287|43083|631,TCP:41|UDP:5|UDPLITE:0|RAW:0|FRAG:0,38576:antigravity:34.2:6.6|38930:language_server:11.0:8.4|1795:cinnamon:3.7:2.9
